OBJECTID,date_arrested,time_arrested,address,offense_type,subject_race,subject_gender,agency,armainid,objectid_1,Year
3486,2020/01/22,1322,100-BLK N MARKET ST,FAIL RETURN HIRED MV >$4000,B,M,APD,567045,3481,2020
3490,2020/03/06,28,200-BLK BILTMORE AVE,ASSAULT ON A FEMALE,B,M,APD,568949,3485,2020
3521,2020/04/23,1751,100-BLK N ANN ST,ASSAULT ON A FEMALE,W,M,APD,572169,3516,2020
3522,2020/04/08,1819,100-BLK BLEACHERY BLVD,PRETRIAL RELEASE VIOLATION [15A-534(F)],W,M,APD,569865,3517,2020
3523,2020/04/08,1819,100-BLK BLEACHERY BLVD,SECOND DEGREE TRESPASS,W,M,APD,569865,3518,2020
3525,2020/05/20,1858,100-BLK MERRIMON AVE,24 HOUR HOLD,W,M,APD,572790,25305,2020
3559,2021/01/26,1511,100-BLK PEBBLE CREEK DR,RECKLESS DRIVING TO ENDANGER,W,M,APD,580968,3553,2021
3560,2021/01/26,1511,100-BLK PEBBLE CREEK DR,DRIVING WHILE IMPAIRED,W,M,APD,580968,3554,2021
3589,2021/06/09,1120,100-BLK BARTLETT ST,PAROLE COMM.VIOLATION,W,M,APD,593491,3582,2021
3596,2021/06/24,646,600-BLK HAYWOOD RD,MISDEMEANOR PROBATION VIOL,W,M,APD,593927,3589,2021
3597,2021/06/24,646,600-BLK HAYWOOD RD,POSSESS DRUG PARAPHERNALIA,W,M,APD,593927,3590,2021
3599,2020/01/13,347,800-BLK FAIRVIEW RD,INJURY TO PERSONAL PROPERTY,W,M,APD,565713,3592,2020
3600,2020/01/13,347,800-BLK FAIRVIEW RD,EXPIRED REGISTRATION CARD/TAG,W,M,APD,565713,3593,2020
3601,2020/01/13,347,800-BLK FAIRVIEW RD,NO OPERATORS LICENSE,W,M,APD,565713,3594,2020
3602,2020/01/13,347,800-BLK FAIRVIEW RD,DRIVE/ALLOW MV NO REGISTRATION,W,M,APD,565713,3595,2020
3603,2020/01/21,1700,100-BLK COLLEGE ST,UTTERING FORGED INSTRUMENT,W,M,APD,567017,3596,2020
3604,2020/01/21,1700,100-BLK COLLEGE ST,ATT OBTAIN PROP FALSE PRETENSE,W,M,APD,567017,3597,2020
3654,2021/09/19,1842,300-BLK AIRPORT RD,MISDEMEANOR LARCENY,B,M,APD,596340,3647,2021
3655,2021/09/19,1842,300-BLK AIRPORT RD,ASSAULT ON A FEMALE,B,M,APD,596340,3648,2021
3656,2021/10/03,1342,500-BLK BILTMORE AVE,POSSESS STOLEN MOTOR VEHICLE,B,M,APD,596726,3649,2021
3661,2021/10/18,124,1000-BLK PATTON AVE,DISORDERLY CONDUCT,W,M,APD,597128,3654,2021
3662,2021/04/09,946,100-BLK DAVIDSON DR,MISDEMEANOR PROBATION VIOL,W,M,APD,585897,3655,2021
3663,2021/04/09,946,100-BLK DAVIDSON DR,MISDEMEANOR PROBATION VIOL,W,M,APD,585897,3656,2021
3664,2021/06/28,1445,LOUISIANA AVE/ PATTON AVE,INTOXICATED AND DISRUPTIVE,W,M,APD,594052,3657,2021
3665,2021/01/27,343,1600-BLK PATTON AVE,MISDEMEANOR PROBATION VIOL,W,M,APD,580982,3658,2021
3666,2021/01/27,343,1600-BLK PATTON AVE,POSSESS DRUG PARAPHERNALIA,W,M,APD,580982,3659,2021
3667,2020/08/14,112,300-BLK SMOKEY PARK HWY,COMMUNICATING THREATS,W,M,APD,574900,3660,2020
3668,2020/08/14,112,300-BLK SMOKEY PARK HWY,DISORDERLY CONDUCT PUBLIC BLDG,W,M,APD,574900,3661,2020
3669,2021/08/22,2307,800-BLK TUNNEL RD,DRIVING WHILE IMPAIRED,W,M,APD,596423,3662,2021
3670,2020/03/11,2156,100-BLK ROBERTS ST,DWLR NOT IMPAIRED REV,B,M,APD,569218,3663,2020
3677,2021/10/11,123,200-BLK APPALACHIAN WAY,ASSAULT ON A FEMALE,W,M,APD,596927,3670,2021
3694,2020/11/28,153,600-BLK BREVARD RD,FIRST DEG TRESP ENTER/REMAIN,W,M,APD,579662,3687,2020
3695,2020/11/28,153,600-BLK BREVARD RD,MISDEMEANOR LARCENY,W,M,APD,579662,3688,2020
3736,2020/05/15,1730,200-BLK HAYWOOD ST,ASSAULT AND BATTERY,W,M,APD,572658,3729,2020
3739,2020/07/04,2331,3100-BLK SWEETEN CREEK RD,DISORDERLY CONDUCT,W,M,APD,573880,3732,2020
3742,2021/08/08,2006,900-BLK PATTON AVE,FELONY POSSESSION SCH II CS,W,F,APD,595236,3735,2021
3743,2021/08/08,2006,900-BLK PATTON AVE,POSSESS DRUG PARAPHERNALIA,W,F,APD,595236,3736,2021
3781,2020/04/08,345,100-BLK S FRENCH BROAD AVE,ASSAULT ON A FEMALE,B,M,APD,569854,3774,2020
3782,2020/04/08,345,100-BLK S FRENCH BROAD AVE,POSSESS DRUG PARAPHERNALIA,B,M,APD,569854,3775,2020
3783,2020/02/13,1,100-BLK S FRENCH BROAD AVE/DAILEY DR,SECOND DEGREE TRESPASS,B,M,APD,567993,3776,2020
3784,2020/02/13,1,100-BLK S FRENCH BROAD AVE/DAILEY DR,POSSESS DRUG PARAPHERNALIA,B,M,APD,567993,3777,2020
3785,2021/06/02,1822,100-BLK S TUNNEL RD,ASSAULT ON A FEMALE,B,M,APD,593295,3778,2021
3786,2021/06/02,1822,100-BLK S TUNNEL RD,POSSESS DRUG PARAPHERNALIA,B,M,APD,593295,3779,2021
3803,2020/08/14,2202,200-BLK MCDOWELL ST,DRIVING WHILE IMPAIRED,B,M,APD,574934,3796,2020
3827,2021/10/29,355,100-BLK OAK HILL RD,SECOND DEGREE TRESPASS,B,M,APD,597466,3820,2021
3828,2021/10/29,355,100-BLK OAK HILL RD,FELONY PROBATION VIOLATION,B,M,APD,597466,3821,2021
3913,2021/01/27,1651,400-BLK BILTMORE AVE,ASSAULT - FREE TEXT,W,M,APD,580999,3906,2021
3914,2021/01/27,1651,400-BLK BILTMORE AVE,DAMAGE PROPERTY - FREE TEXT,W,M,APD,580999,3907,2021
3916,2020/02/08,339,200-BLK WALTON ST,SIMPLE ASSAULT,B,M,APD,567811,3909,2020
3935,2020/03/18,1935,100-BLK TUNNEL RD,ASSAULT ON A FEMALE,W,M,APD,569474,3928,2020
3936,2020/03/18,1935,100-BLK TUNNEL RD,SECOND DEGREE TRESPASS,W,M,APD,569474,3929,2020
3937,2020/03/18,1935,100-BLK TUNNEL RD,INTERFERE EMERG COMMUNICATION,W,M,APD,569474,3930,2020
3938,2020/01/13,440,100-BLK MERRIMON AVE,SECOND DEGREE TRESPASS,W,M,APD,565714,3931,2020
3939,2020/01/13,440,100-BLK MERRIMON AVE,OPEN CNT MBV/UNFWN PROP CY/CTY,W,M,APD,565714,3932,2020
3940,2020/01/11,2011,100-BLK NEW LEICESTER HWY,MISDEMEANOR LARCENY,W,M,APD,565680,3933,2020
3941,2020/01/11,2011,100-BLK NEW LEICESTER HWY,SECOND DEGREE TRESPASS,W,M,APD,565680,3934,2020
3942,2020/05/04,1907,900-BLK MERRIMON AVE,SECOND DEGREE TRESPASS,W,M,APD,572383,3935,2020
3943,2020/09/16,1309,600-BLK HAYWOOD RD,SECOND DEGREE TRESPASS,W,M,APD,576813,3936,2020
3944,2020/02/08,1735,100-BLK WESTGATE PKWY,INTOXICATED AND DISRUPTIVE,W,M,APD,567819,3937,2020
3957,2020/05/15,1913,100-BLK ROCKY RIDGE RD,ASSAULT ON A FEMALE,B,M,APD,572666,3950,2020
3968,2020/03/08,2029,100-BLK BINGHAM RD,RESISTING PUBLIC OFFICER,B,M,APD,569057,3961,2020
3969,2020/03/08,2029,100-BLK BINGHAM RD,NON-SUPPORT,B,M,APD,569057,3962,2020
3970,2020/03/08,2029,100-BLK BINGHAM RD,NON-SUPPORT,B,M,APD,569057,3963,2020
3971,2020/03/08,2029,100-BLK BINGHAM RD,NON-SUPPORT,B,M,APD,569057,3964,2020
3972,2020/03/08,2029,100-BLK BINGHAM RD,RESISTING PUBLIC OFFICER,B,M,APD,569057,3965,2020
3981,2020/03/22,711,100-BLK CLEMMONS ST,ASSAULT BY STRANGULATION,B,M,APD,569560,3974,2020
3991,2020/07/07,1805,100-BLK ASHELAND AVE,ASSAULT INDIV W/ DISABILITY,B,M,APD,573945,3984,2020
3992,2020/07/07,1805,100-BLK ASHELAND AVE,ATTEMPTED COMMON LAW ROBBERY,B,M,APD,573945,3985,2020
3993,2020/07/23,1733,100-BLK ASHELAND AVE,RESISTING PUBLIC OFFICER,B,M,APD,574379,3987,2020
3994,2020/07/23,1733,100-BLK ASHELAND AVE,ASSAULT PHY INJ LE/PROB/PAR OF,B,M,APD,574379,3988,2020
4021,2020/03/16,613,100-BLK ASHELAND AVE,ATTEMPTED LARCENY (M),B,M,APD,569366,4015,2020
4022,2020/03/16,613,100-BLK ASHELAND AVE,POSSESS DRUG PARAPHERNALIA,B,M,APD,569366,4016,2020
4023,2020/03/16,613,100-BLK ASHELAND AVE,SECOND DEGREE TRESPASS,B,M,APD,569366,4017,2020
4024,2020/01/30,1517,100-BLK BARTLETT ST,INTOXICATED AND DISRUPTIVE,B,M,APD,567443,4018,2020
4027,2020/05/15,35,200-BLK HILLIARD AVE/S FRENCH BROAD AVE,SECOND DEGREE TRESPASS,B,M,APD,572643,4021,2020
4028,2020/05/15,35,200-BLK HILLIARD AVE/S FRENCH BROAD AVE,POSSESS DRUG PARAPHERNALIA,B,M,APD,572643,4022,2020
4029,2020/05/15,35,200-BLK HILLIARD AVE/S FRENCH BROAD AVE,MISDEMEANOR LARCENY,B,M,APD,572643,4023,2020
4030,2020/05/23,1452,100-BLK SW PACK SQ,OPEN CONTAINER ALCOHOL VIOL,B,M,APD,572860,4024,2020
4031,2020/05/23,1452,100-BLK SW PACK SQ,INTOXICATED AND DISRUPTIVE,B,M,APD,572860,4025,2020
4032,2021/01/08,1327,100-BLK DAVIDSON DR,MISDEMEANOR LARCENY,B,M,APD,580530,4026,2021
4063,2020/09/11,1903,100-BLK CRAYTON RD,POSSESS METHAMPHETAMINE,W,M,APD,576707,4057,2020
4113,2021/01/21,432,100-BLK ASHELAND AVE,EXTRADITION/FUGITIVE OTH STATE,W,M,APD,580833,4107,2021
4114,2020/04/06,5,200-BLK DEAVERVIEW RD,FELONY PROBATION VIOLATION,B,M,APD,569803,4108,2020
4115,2020/04/06,5,200-BLK DEAVERVIEW RD,FELONY PROBATION VIOLATION,B,M,APD,569803,4109,2020
4116,2020/04/06,5,200-BLK DEAVERVIEW RD,RESISTING PUBLIC OFFICER,B,M,APD,569803,4110,2020
4117,2020/04/06,5,200-BLK DEAVERVIEW RD,FIRST DEG TRESP ENTER/REMAIN,B,M,APD,569803,4111,2020
4160,2020/09/28,2157,100-BLK DAVIDSON DR,ASSAULT GOVT OFFICIAL/EMPLY,B,F,APD,577138,4154,2020
4161,2020/09/28,2157,100-BLK DAVIDSON DR,INJURY TO PERSONAL PROPERTY,B,F,APD,577138,4155,2020
4166,2021/12/23,1946,600-BLK BREVARD RD,DRIVING WHILE IMPAIRED,W,M,APD,599950,4160,2021
4167,2021/06/21,530,100-BLK BEAR CREEK LN,FELONY POSSESSION OF COCAINE,B,F,APD,593833,4161,2021
4181,2021/05/15,2124,100-BLK N MARKET ST,SECOND DEGREE TRESPASS,W,M,APD,588802,4174,2021
4191,2021/02/18,2300,100-BLK BARTLETT ST,ASSAULT ON A FEMALE,W,M,APD,583555,4184,2021
4192,2021/09/15,1729,100-BLK WESTGATE PKWY,SIMPLE ASSAULT,B,M,APD,596257,4185,2021
4193,2021/12/31,848,100-BLK HERRON AVE,BREAKING OR ENTERING (M),W,M,APD,600085,4186,2021
4208,2021/09/07,13,100-BLK TUNNEL RD,FELONY POSSESSION OF COCAINE,B,M,APD,596022,4201,2021
4209,2020/05/27,1210,200-BLK AURORA DR,FELONY LARCENY,W,F,APD,572944,4202,2020
4221,2021/04/06,836,700-BLK MERRIMON AVE,FEL SERIOUS INJURY BY VEHICLE,W,F,APD,585801,4214,2021
4222,2021/04/06,836,700-BLK MERRIMON AVE,DRIVING WHILE IMPAIRED,W,F,APD,585801,4215,2021
4228,2021/01/21,1500,100-BLK CROWELL RD,COMMUNICATING THREATS,W,M,APD,580842,4221,2021
4235,2020/06/18,335,100-BLK S FRENCH BROAD AVE,ASSAULT ON A FEMALE,B,M,APD,573483,4228,2020
4236,2020/06/18,335,100-BLK S FRENCH BROAD AVE,COMMUNICATING THREATS,B,M,APD,573483,4229,2020
4237,2020/06/18,335,100-BLK S FRENCH BROAD AVE,INJURY TO PERSONAL PROPERTY,B,M,APD,573483,4230,2020
4255,2021/08/29,2311,100-BLK BLEACHERY BLVD,LAR REMOVE/DEST/DEACT COMPO,B,M,APD,595825,4248,2021
4256,2021/08/29,2311,100-BLK BLEACHERY BLVD,MISDEMEANOR LARCENY,B,M,APD,595825,4249,2021
4257,2021/08/29,2311,100-BLK BLEACHERY BLVD,MISDEMEANOR LARCENY,B,M,APD,595825,4250,2021
4258,2021/08/29,2311,100-BLK BLEACHERY BLVD,MISDEMEANOR LARCENY,B,M,APD,595825,4251,2021
4259,2021/08/29,2311,100-BLK BLEACHERY BLVD,OTHER - FREE TEXT,B,M,APD,595825,4252,2021
4260,2021/08/29,2311,100-BLK BLEACHERY BLVD,RESISTING PUBLIC OFFICER,B,M,APD,595825,4253,2021
4261,2021/08/29,2311,100-BLK BLEACHERY BLVD,ASSAULT ON A FEMALE,B,M,APD,595825,4254,2021
4262,2021/08/29,2311,100-BLK BLEACHERY BLVD,ASSAULT ON A FEMALE,B,M,APD,595825,4255,2021
4263,2021/08/29,2311,100-BLK BLEACHERY BLVD,MISDEMEANOR LARCENY,B,M,APD,595825,4256,2021
4264,2021/08/29,2311,100-BLK BLEACHERY BLVD,SIMPLE ASSAULT,B,M,APD,595825,4257,2021
4306,2021/01/03,1234,100-BLK I240 W/MERRIMON AVE TO I240 W,ASSAULT WITH A DEADLY WEAPON,W,M,APD,580417,4299,2021
4307,2021/01/03,1234,100-BLK I240 W/MERRIMON AVE TO I240 W,COMMUNICATING THREATS,W,M,APD,580417,4300,2021
4308,2020/10/27,1820,100-BLK BROADWAY ST,ASSAULT ON A FEMALE,W,M,APD,578897,4301,2020
4309,2020/10/27,1820,100-BLK BROADWAY ST,ASSAULT ON A FEMALE,W,M,APD,578897,4302,2020
4353,2020/11/27,1346,100-BLK BILTMORE AVE,SECOND DEGREE TRESPASS,W,M,APD,579651,4346,2020
4362,2021/06/07,1706,100-BLK APPALACHIAN WAY,BREAKING OR ENTERING (M),W,M,APD,593446,4355,2021
4363,2021/06/07,1706,100-BLK APPALACHIAN WAY,INJURY TO PERSONAL PROPERTY,W,M,APD,593446,4356,2021
4364,2021/06/07,1706,100-BLK APPALACHIAN WAY,FIRST DEG TRESP ENTER/REMAIN,W,M,APD,593446,4357,2021
4391,2021/08/06,2051,600-BLK SAND HILL RD,DRIVING WHILE IMPAIRED,W,M,APD,595200,4384,2021
4392,2021/08/06,2051,600-BLK SAND HILL RD,CARRYING CONCEALED GUN(M),W,M,APD,595200,4385,2021
4393,2021/08/06,2051,600-BLK SAND HILL RD,POSS OPN CNT/CONS ALC PSG AREA,W,M,APD,595200,4386,2021
4425,2021/03/04,1617,100-BLK OLD COUNTY HOME RD,CONTINUING CRIMINAL ENTERPRISE,B,M,APD,583893,4418,2021
4430,2020/09/16,1405,100-BLK BLEACHERY BLVD,DRIVING WHILE IMPAIRED,W,M,APD,576818,4423,2020
4459,2021/09/30,1640,100-BLK HENDERSONVILLE RD,LARCENY BY EMPLOYEE,W,F,APD,596649,4452,2021
4479,2021/05/18,2344,900-BLK SMOKEY PARK HWY,MISDEMEANOR LARCENY,W,F,APD,588879,4472,2021
4508,2020/11/26,630,100-BLK NEW LEICESTER HWY,POSSESS STOLEN MOTOR VEHICLE,W,M,APD,579636,4501,2020
4509,2020/11/26,630,100-BLK NEW LEICESTER HWY,DWLR NOT IMPAIRED REV,W,M,APD,579636,4502,2020
4510,2020/11/26,630,100-BLK NEW LEICESTER HWY,FLEE/ELUDE ARREST W/MV (F),W,M,APD,579636,4503,2020
4511,2020/11/27,1346,100-BLK BILTMORE AVE,MISDEMEANOR LARCENY,W,M,APD,579652,4504,2020
4617,2020/08/06,2113,100-BLK S PACK SQ,POSSESSION OF PYROTECHNICS,W,M,APD,574710,4610,2020
4618,2020/08/06,2113,100-BLK S PACK SQ,INTOXICATED AND DISRUPTIVE,W,M,APD,574710,4611,2020
4626,2020/08/06,2113,100-BLK S PACK SQ,RESISTING PUBLIC OFFICER,W,M,APD,574710,4619,2020
4630,2021/07/29,2015,1600-BLK PATTON AVE,ASSAULT ON A FEMALE,W,M,APD,594934,4623,2021
4786,2020/09/06,509,200-BLK DEPOT ST/LYMAN ST,DRIVING WHILE IMPAIRED,B,M,APD,576559,4779,2020
4787,2020/09/06,509,200-BLK DEPOT ST/LYMAN ST,DRIVING WHILE IMPAIRED,B,M,APD,576559,4780,2020
4788,2020/09/06,509,200-BLK DEPOT ST/LYMAN ST,FAILURE TO APPEAR ON MISD,B,M,APD,576559,4781,2020
4789,2020/09/06,509,200-BLK DEPOT ST/LYMAN ST,DWLR NOT IMPAIRED REV,B,M,APD,576559,4782,2020
4796,2020/01/13,30,100-BLK RECTOR ST,DV PROTECTIVE ORDER VIOL (M),B,M,APD,565704,4789,2020
4805,2020/05/27,1210,200-BLK AURORA DR,CONSP OBTAIN PROP FALSE PRET,W,F,APD,572944,4798,2020
4814,2021/12/10,1142,100-BLK RIVER STONE TRL,ASSAULT GOVT OFFICIAL/EMPLY,B,M,APD,599582,4863,2021
4843,2020/05/27,1210,200-BLK AURORA DR,FELONY LARCENY,W,F,APD,572944,4835,2020
4855,2020/05/14,1307,100-BLK S FRENCH BROAD AVE,MISDEMEANOR LARCENY,B,M,APD,572624,4847,2020
4856,2020/05/14,1307,100-BLK S FRENCH BROAD AVE,MISDEMEANOR LARCENY,B,M,APD,572624,4848,2020
4857,2020/05/27,1210,200-BLK AURORA DR,CONSP OBTAIN PROP FALSE PRET,W,F,APD,572944,4849,2020
4858,2020/05/27,1210,200-BLK AURORA DR,FELONY LARCENY,W,F,APD,572944,4850,2020
4859,2020/05/27,1210,200-BLK AURORA DR,CONSP OBTAIN PROP FALSE PRET,W,F,APD,572944,4851,2020
4869,2021/09/18,2155,1800-BLK HENDERSONVILLE RD,COMMON LAW ROBBERY,B,M,APD,596325,4861,2021
4870,2021/12/10,1142,100-BLK RIVER STONE TRL,RESISTING PUBLIC OFFICER,B,M,APD,599582,4862,2021
4877,2020/03/01,813,100-BLK TUNNEL RD,INJURY TO PERSONAL PROPERTY,W,M,APD,568733,4870,2020
4878,2020/03/01,813,100-BLK TUNNEL RD,RESISTING PUBLIC OFFICER,W,M,APD,568733,4871,2020
4883,2021/12/30,955,300-BLK PEACOCK LN,OBTAIN PROPERTY FALSE PRETENSE,B,M,APD,600067,4876,2021
4884,2021/12/30,955,300-BLK PEACOCK LN,OBTAIN PROPERTY FALSE PRETENSE,B,M,APD,600067,4877,2021
4885,2021/12/30,955,300-BLK PEACOCK LN,OBTAIN PROPERTY FALSE PRETENSE,B,M,APD,600067,4878,2021
4886,2021/12/30,955,300-BLK PEACOCK LN,OBTAIN PROPERTY FALSE PRETENSE,B,M,APD,600067,4879,2021
4887,2021/12/30,955,300-BLK PEACOCK LN,OBTAIN PROPERTY FALSE PRETENSE,B,M,APD,600067,4880,2021
4888,2021/12/30,955,300-BLK PEACOCK LN,HABITUAL FELON,B,M,APD,600067,4881,2021
4896,2020/03/01,813,100-BLK TUNNEL RD,INTOXICATED AND DISRUPTIVE,W,M,APD,568733,4889,2020
4907,2020/06/17,2147,100-BLK DAVIDSON DR,TRAFFIC OFFENSE - FREE TEXT,W,M,APD,573476,4900,2020
4920,2021/08/04,1746,800-BLK BREVARD RD,ASSAULT ON A FEMALE,W,M,APD,595119,4913,2021
4921,2021/10/19,1148,100-BLK LITTLE BILLY LN,HOUSING ONLY/FEDERAL INMATE,W,M,APD,597178,4914,2021
4982,2020/03/09,202,100-BLK HANOVER ST,NON-SUPPORT,B,M,APD,569065,4975,2020
4983,2020/03/09,202,100-BLK HANOVER ST,RESISTING PUBLIC OFFICER,B,M,APD,569065,4976,2020
4984,2020/03/09,202,100-BLK HANOVER ST,POSSESS DRUG PARAPHERNALIA,B,M,APD,569065,4977,2020
5042,2020/01/15,2201,100-BLK FAYETTEVILLE ST,FAIL TO WORK AFTER PAID,B,M,APD,566827,5034,2020
5056,2021/10/29,37,100-BLK BLEACHERY BLVD,LARCENY BY EMPLOYEE,W,M,APD,597461,5048,2021
5057,2021/10/29,37,100-BLK BLEACHERY BLVD,LARCENY BY EMPLOYEE,W,M,APD,597461,5049,2021
5058,2021/10/29,37,100-BLK BLEACHERY BLVD,LARCENY BY EMPLOYEE,W,M,APD,597461,5050,2021
5059,2021/10/29,37,100-BLK BLEACHERY BLVD,LARCENY BY EMPLOYEE,W,M,APD,597461,5051,2021
5060,2021/10/29,37,100-BLK BLEACHERY BLVD,LARCENY BY EMPLOYEE,W,M,APD,597461,5052,2021
5061,2021/10/29,37,100-BLK BLEACHERY BLVD,LARCENY BY EMPLOYEE,W,M,APD,597461,5053,2021
5094,2020/04/29,15,100-BLK CHURCH ST W,ASSAULT ON A FEMALE,W,M,APD,572258,5086,2020
5095,2020/04/29,15,100-BLK CHURCH ST W,RESISTING PUBLIC OFFICER,W,M,APD,572258,5087,2020
5096,2020/04/29,15,100-BLK CHURCH ST W,POSSESS DRUG PARAPHERNALIA,W,M,APD,572258,5088,2020
5120,2021/03/04,1911,200-BLK DEPOT ST,POSSESSION OF FIREARM BY FELON,B,M,APD,583897,5113,2021
5130,2020/12/15,2241,500-BLK TUNNEL RD,OTHER - FREE TEXT,W,M,APD,580088,5123,2020
5131,2020/12/15,2241,500-BLK TUNNEL RD,DV PROTECTIVE ORDER VIOL (M),W,M,APD,580088,5124,2020
5132,2020/04/05,32,1400-BLK PATTON AVE,INTOXICATED AND DISRUPTIVE,W,M,APD,569791,5125,2020
5151,2020/05/06,2040,100-BLK BURTON ST,POSSESS DRUG PARAPHERNALIA,W,M,APD,572435,5144,2020
5152,2020/05/06,2040,100-BLK BURTON ST,MISDEMEANOR LARCENY,W,M,APD,572435,5145,2020
5173,2021/11/04,300,100-BLK DEAVERVIEW RD,SIMPLE ASSAULT,B,F,APD,597637,5166,2021
5221,2020/02/06,1500,200-BLK WALTON ST,ASSAULT ON A CHILD UNDER 12,B,M,APD,567720,5214,2020
5227,2020/07/25,1940,1400-BLK TUNNEL RD,ASSAULT ON A FEMALE,W,M,APD,574421,5220,2020
5233,2020/05/26,36,100-BLK DAVIDSON DR,POSSESSION OF FIREARM BY FELON,B,M,APD,572903,5226,2020
5234,2020/05/25,2032,100-BLK BERI DR,COMMUNICATING THREATS,B,M,APD,572902,5227,2020
5235,2020/05/25,2032,100-BLK BERI DR,ASSAULT BY POINTING A GUN,B,M,APD,572902,5228,2020
5251,2020/05/07,1610,100-BLK COXE AVE,POSSESS MARIJ PARAPHERNALIA,B,M,APD,572451,5244,2020
5252,2020/05/07,1610,100-BLK COXE AVE,POSSESS MARIJUANA UP TO 1/2 OZ,B,M,APD,572451,5245,2020
5260,2020/04/13,2120,1200-BLK SWEETEN CREEK RD,ASSAULT ON A FEMALE,W,M,APD,569959,5253,2020
5261,2020/04/13,2120,1200-BLK SWEETEN CREEK RD,SIMPLE ASSAULT,W,M,APD,569959,5254,2020
5265,2021/06/08,303,100-BLK BOONE ST,DISCHARGE FIREARM IN CITY,W,M,APD,593456,5258,2021
5266,2021/06/08,303,100-BLK BOONE ST,POSSESSION OF FIREARM BY FELON,W,M,APD,593456,5259,2021
5267,2021/06/08,303,100-BLK BOONE ST,ASSAULT ON A FEMALE,W,M,APD,593456,5260,2021
5268,2021/06/08,303,100-BLK BOONE ST,AWDW SERIOUS INJURY,W,M,APD,593456,5261,2021
5273,2021/05/07,2237,200-BLK SMOKEY PARK HWY,OPEN CONTAINER ALCOHOL VIOL,W,M,APD,588626,5266,2021
5274,2021/05/07,2237,200-BLK SMOKEY PARK HWY,DRIVING WHILE IMPAIRED,W,M,APD,588626,5267,2021
5284,2020/02/09,324,400-BLK SMOKEY PARK HWY,COMMUNICATING THREATS,W,F,APD,567838,5277,2020
5285,2020/02/09,324,400-BLK SMOKEY PARK HWY,SIMPLE ASSAULT,W,F,APD,567838,5278,2020
5286,2020/02/09,324,400-BLK SMOKEY PARK HWY,INJURY TO PERSONAL PROPERTY,W,F,APD,567838,5279,2020
5287,2020/02/09,324,400-BLK SMOKEY PARK HWY,SIMPLE ASSAULT,W,F,APD,567838,5280,2020
5288,2020/02/09,324,400-BLK SMOKEY PARK HWY,MISDEMEANOR PROBATION VIOL,W,F,APD,567838,5281,2020
5289,2020/02/09,324,400-BLK SMOKEY PARK HWY,MISDEMEANOR PROBATION VIOL,W,F,APD,567838,5282,2020
5294,2020/10/01,2106,500-BLK ELIADA HOME RD,INTOXICATED AND DISRUPTIVE,W,M,APD,577229,5287,2020
5306,2020/03/11,1814,200-BLK DEAVERVIEW RD,SECOND DEGREE TRESPASS,B,M,APD,569208,5299,2020
5307,2020/03/11,1814,200-BLK DEAVERVIEW RD,SECOND DEGREE TRESPASS,B,M,APD,569208,5300,2020
5308,2020/04/20,1342,200-BLK HAYWOOD ST,ASSAULT BY POINTING A GUN,W,F,APD,571098,5301,2020
5309,2020/04/20,1342,200-BLK HAYWOOD ST,POSSESSION OF FIREARM BY FELON,W,F,APD,571098,5302,2020
5310,2020/04/20,1342,200-BLK HAYWOOD ST,POSSESS STOLEN FIREARM,W,F,APD,571098,5303,2020
5311,2020/07/01,1451,100-BLK DAVIDSON DR,DV PROTECTIVE ORDER VIOL (M),W,M,APD,573802,5304,2020
5329,2020/04/29,15,100-BLK CHURCH ST W,DISORDERLY CONDUCT,W,M,APD,572258,5322,2020
5343,2021/07/24,1500,100-BLK CREST AVE,COMMUNICATING THREATS,B,F,APD,594786,5336,2021
5359,2020/07/28,356,100-BLK TUNNEL RD,PWISD MARIJUANA,B,M,APD,574463,5352,2020
5360,2020/07/28,356,100-BLK TUNNEL RD,FELONY POSSESSION OF COCAINE,B,M,APD,574463,5353,2020
5361,2020/07/28,356,100-BLK TUNNEL RD,RESISTING PUBLIC OFFICER,B,M,APD,574463,5354,2020
5362,2020/07/28,356,100-BLK TUNNEL RD,LITTERING NOT > 15 LBS,B,M,APD,574463,5355,2020
5363,2020/07/28,356,100-BLK TUNNEL RD,POSSESS MARIJ PARAPHERNALIA,B,M,APD,574463,5356,2020
5364,2021/04/26,25,100-BLK SKYVIEW TER,AID & ABET OPERATORS LIC VIOL,W,F,APD,588318,5357,2021
5365,2021/04/26,25,100-BLK SKYVIEW TER,DRIVE/ALLOW MV NO REGISTRATION,W,F,APD,588318,5358,2021
5366,2021/04/26,25,100-BLK SKYVIEW TER,FICT/ALT TITLE/REG CARD/TAG,W,F,APD,588318,5359,2021
5367,2021/04/26,25,100-BLK SKYVIEW TER,NO LIABILITY INSURANCE,W,F,APD,588318,5360,2021
5371,2020/02/15,2320,100-BLK ASCENSION DR,POSSESS DRUG PARAPHERNALIA,W,F,APD,568114,5364,2020
5393,2021/06/19,1902,100-BLK GOVERNORS VIEW RD,CRUELTY TO ANIMALS(M),W,F,APD,593800,5386,2021
5394,2020/09/12,129,100-BLK HENDERSONVILLE RD,SIMPLE POSSESS SCH IV CS (M),W,M,APD,576719,5387,2020
5426,2020/02/15,2320,100-BLK ASCENSION DR,FINANCIAL CARD FRAUD (M),W,F,APD,568114,5418,2020
5442,2021/08/04,422,200-BLK DEAVERVIEW RD,ASSAULT ON A FEMALE,B,M,APD,595088,5434,2021
